,gameCreation,gameDuration,gameId,gameMode,gameType,gameVersion,mapId,platformId,queueId,seasonId,date,shortVersion,participantId,player.accountId,player.currentAccountId,player.currentPlatformId,player.matchHistoryUri,player.platformId,player.profileIcon,player.summonerId,player.summonerName,championId,highestAchievedSeasonTier,spell1Id,spell2Id,stats.assists,stats.champLevel,stats.combatPlayerScore,stats.damageDealtToObjectives,stats.damageDealtToTurrets,stats.damageSelfMitigated,stats.deaths,stats.doubleKills,stats.firstBloodAssist,stats.firstBloodKill,stats.firstInhibitorAssist,stats.firstInhibitorKill,stats.firstTowerAssist,stats.firstTowerKill,stats.goldEarned,stats.goldSpent,stats.inhibitorKills,stats.item0,stats.item1,stats.item2,stats.item3,stats.item4,stats.item5,stats.item6,stats.killingSprees,stats.kills,stats.largestCriticalStrike,stats.largestKillingSpree,stats.largestMultiKill,stats.longestTimeSpentLiving,stats.magicDamageDealt,stats.magicDamageDealtToChampions,stats.magicalDamageTaken,stats.neutralMinionsKilled,stats.neutralMinionsKilledEnemyJungle,stats.neutralMinionsKilledTeamJungle,stats.objectivePlayerScore,stats.participantId,stats.pentaKills,stats.perk0,stats.perk0Var1,stats.perk0Var2,stats.perk0Var3,stats.perk1,stats.perk1Var1,stats.perk1Var2,stats.perk1Var3,stats.perk2,stats.perk2Var1,stats.perk2Var2,stats.perk2Var3,stats.perk3,stats.perk3Var1,stats.perk3Var2,stats.perk3Var3,stats.perk4,stats.perk4Var1,stats.perk4Var2,stats.perk4Var3,stats.perk5,stats.perk5Var1,stats.perk5Var2,stats.perk5Var3,stats.perkPrimaryStyle,stats.perkSubStyle,stats.physicalDamageDealt,stats.physicalDamageDealtToChampions,stats.physicalDamageTaken,stats.playerScore0,stats.playerScore1,stats.playerScore2,stats.playerScore3,stats.playerScore4,stats.playerScore5,stats.playerScore6,stats.playerScore7,stats.playerScore8,stats.playerScore9,stats.quadraKills,stats.sightWardsBoughtInGame,stats.timeCCingOthers,stats.totalDamageDealt,stats.totalDamageDealtToChampions,stats.totalDamageTaken,stats.totalHeal,stats.totalMinionsKilled,stats.totalPlayerScore,stats.totalScoreRank,stats.totalTimeCrowdControlDealt,stats.totalUnitsHealed,stats.tripleKills,stats.trueDamageDealt,stats.trueDamageDealtToChampions,stats.trueDamageTaken,stats.turretKills,stats.unrealKills,stats.visionScore,stats.visionWardsBoughtInGame,stats.wardsKilled,stats.wardsPlaced,stats.win,teamId,timeline.creepsPerMinDeltas.0-10,timeline.creepsPerMinDeltas.10-20,timeline.creepsPerMinDeltas.20-30,timeline.creepsPerMinDeltas.30-end,timeline.csDiffPerMinDeltas.0-10,timeline.csDiffPerMinDeltas.10-20,timeline.csDiffPerMinDeltas.20-30,timeline.csDiffPerMinDeltas.30-end,timeline.damageTakenDiffPerMinDeltas.0-10,timeline.damageTakenDiffPerMinDeltas.10-20,timeline.damageTakenDiffPerMinDeltas.20-30,timeline.damageTakenDiffPerMinDeltas.30-end,timeline.damageTakenPerMinDeltas.0-10,timeline.damageTakenPerMinDeltas.10-20,timeline.damageTakenPerMinDeltas.20-30,timeline.damageTakenPerMinDeltas.30-end,timeline.goldPerMinDeltas.0-10,timeline.goldPerMinDeltas.10-20,timeline.goldPerMinDeltas.20-30,timeline.goldPerMinDeltas.30-end,timeline.lane,timeline.participantId,timeline.role,timeline.xpDiffPerMinDeltas.0-10,timeline.xpDiffPerMinDeltas.10-20,timeline.xpDiffPerMinDeltas.20-30,timeline.xpDiffPerMinDeltas.30-end,timeline.xpPerMinDeltas.0-10,timeline.xpPerMinDeltas.10-20,timeline.xpPerMinDeltas.20-30,timeline.xpPerMinDeltas.30-end,baronKills,dominionVictoryScore,dragonKills,firstBaron,firstBlood,firstDragon,firstInhibitor,firstRiftHerald,firstTower,inhibitorKills,riftHeraldKills,towerKills,vilemawKills,win,countnumber
105,2018-10-07 06:51:39.036,930,2882090776,CLASSIC,MATCHED_GAME,8.19.246.5109,11,NA1,400,11,2018-10-07,8.19,6,218766345,218766345,NA1,/v1/stats/player_history/NA1/218766345,NA1,3632,61079726,Skeevo,145,BRONZE,4,7,4,10,0,4370,4370,1616,0,2,False,False,,,True,False,7883,6110,0,1037,3095,2003,1001,1043,1052,3340,1,8,244,8,2,0,4490,2568,2066,0,0,0,0,6,0,8005,273,268,5,9111,464,240,0,9104,11,30,0,8014,233,0,0,8226,250,152,0,8234,24,0,0,8000,8200,44569,6239,1682,0,0,0,0,0,0,0,0,0,0,0,0,0,49205,8893,3909,1260,112,0,0,21,3,0,146,86,160,2,0,3,0,0,2,True,200,6.800000000000001,,,,0.78,,,,22.980000000000018,,,,253.6,,,,372.6,,,,NONE,6,DUO,61.93999999999997,,,,351.5,,,,0,0,0,False,True,False,False,False,True,0,0,4,0,1,1
106,2018-10-07 06:51:39.036,930,2882090776,CLASSIC,MATCHED_GAME,8.19.246.5109,11,NA1,400,11,2018-10-07,8.19,7,231710330,231710330,NA1,/v1/stats/player_history/NA1/231710330,NA1,3460,73012371,jokokoloko,39,SILVER,12,4,0,11,0,2390,2390,2760,0,0,False,False,,,False,False,5820,5458,0,2031,1028,0,3078,3111,0,3363,1,3,0,3,1,0,9791,752,2681,0,0,0,0,7,0,8010,87,0,0,9111,133,60,0,9104,0,0,0,8014,57,0,0,8473,227,0,0,8472,0,0,0,8000,8400,41950,1749,1647,0,0,0,0,0,0,0,0,0,0,0,0,4,58393,2788,4560,1360,113,0,0,49,1,0,6651,286,231,1,0,13,1,0,5,True,200,5.8,,,,0.78,,,,22.980000000000018,,,,296.4,,,,238.6,,,,NONE,7,DUO_SUPPORT,61.93999999999997,,,,382.9,,,,0,0,0,False,True,False,False,False,True,0,0,4,0,1,1
107,2018-10-07 06:51:39.036,930,2882090776,CLASSIC,MATCHED_GAME,8.19.246.5109,11,NA1,400,11,2018-10-07,8.19,8,37013139,37013139,NA1,/v1/stats/player_history/NA/37013139,NA,1447,23037187,Fláy ,111,SILVER,4,14,10,9,0,871,871,6522,0,0,False,False,,,True,False,5072,3325,0,2055,3067,3401,0,1001,0,3364,1,2,0,2,1,0,6123,3623,2310,0,0,0,0,8,0,8439,60,0,0,8473,307,0,0,8444,783,0,0,8451,66,0,0,8347,0,0,0,8345,4,0,0,8400,8300,8419,1760,4577,0,0,0,0,0,0,0,0,0,0,0,0,34,19796,5659,7265,940,27,0,0,159,3,0,5253,276,376,0,0,16,3,1,10,True,200,1.4,,,,0.78,,,,22.980000000000018,,,,347.29999999999995,,,,196.7,,,,NONE,8,DUO_SUPPORT,61.93999999999997,,,,333.1,,,,0,0,0,False,True,False,False,False,True,0,0,4,0,1,1
108,2018-10-07 06:51:39.036,930,2882090776,CLASSIC,MATCHED_GAME,8.19.246.5109,11,NA1,400,11,2018-10-07,8.19,9,36877032,36877032,NA1,/v1/stats/player_history/NA/36877032,NA,3506,22928658,iKledYouNot,90,SILVER,14,4,3,11,0,1892,1892,3206,1,0,False,True,,,False,False,5830,4350,0,1056,0,1001,3285,0,0,3340,2,6,0,4,1,768,40407,7008,2454,0,0,0,0,9,0,8214,665,0,0,8226,250,170,0,8233,10,10,0,8237,202,0,0,8453,159,0,0,8472,0,0,0,8200,8400,7644,584,3147,0,0,0,0,0,0,0,0,0,0,0,0,24,48341,7881,6046,0,81,0,0,104,0,0,289,289,445,0,0,8,0,0,5,True,200,5.0,,,,0.78,,,,22.980000000000018,,,,295.1,,,,280.1,,,,NONE,9,DUO_SUPPORT,61.93999999999997,,,,461.29999999999995,,,,0,0,0,False,True,False,False,False,True,0,0,4,0,1,1
109,2018-10-07 06:51:39.036,930,2882090776,CLASSIC,MATCHED_GAME,8.19.246.5109,11,NA1,400,11,2018-10-07,8.19,10,226905149,226905149,NA1,/v1/stats/player_history/NA1/226905149,NA1,988,64811789,Channsanity,120,SILVER,11,6,1,10,0,3922,154,6013,0,0,False,False,,,False,False,5406,4875,0,1401,2031,3047,3057,0,0,3340,0,0,0,0,0,0,10877,181,2880,96,9,67,0,10,0,8124,0,0,0,8126,34,0,0,8138,0,0,0,8106,1,0,0,8236,4,0,0,8210,0,0,0,8100,8200,54648,471,9379,0,0,0,0,0,0,0,0,0,0,0,0,2,71660,735,12259,7418,6,0,0,267,1,0,6134,82,0,0,0,11,1,0,5,True,200,0.6000000000000001,,,,0.78,,,,22.980000000000018,,,,606.7,,,,237.6,,,,NONE,10,DUO_SUPPORT,61.93999999999997,,,,345.6,,,,0,0,0,False,True,False,False,False,True,0,0,4,0,1,1
135,2018-10-07 04:52:24.031,1384,2882006887,CLASSIC,MATCHED_GAME,8.19.246.5109,11,NA1,400,11,2018-10-07,8.19,6,218766345,218766345,NA1,/v1/stats/player_history/NA1/218766345,NA1,3632,61079726,Skeevo,145,BRONZE,4,7,1,10,0,455,455,5435,11,0,False,False,,,False,False,6129,6060,0,1054,1043,3095,1052,1001,1037,3340,0,1,213,0,1,231,5060,1570,1993,0,0,0,0,6,0,8021,565,0,0,9111,16,40,0,9104,0,0,0,8014,128,0,0,8226,250,86,0,8234,29,0,0,8000,8200,45659,4127,13266,0,0,0,0,0,0,0,0,0,0,0,0,0,50720,5697,17194,1078,108,0,0,0,2,0,0,0,1934,0,0,13,0,2,5,False,200,5.9,3.8,,,-0.649999999999999,-2.45,,,-93.20000000000007,71.45000000000005,,,305.2,926.6,,,232.0,275.9,,,BOTTOM,6,DUO_CARRY,-54.900000000000034,-296.54999999999995,,,322.6,255.8,,,0,0,0,False,True,False,False,True,False,0,1,1,0,0,1
136,2018-10-07 04:52:24.031,1384,2882006887,CLASSIC,MATCHED_GAME,8.19.246.5109,11,NA1,400,11,2018-10-07,8.19,7,37545502,37545502,NA1,/v1/stats/player_history/NA/37545502,NA,3632,23455234,BokuWaHenry,143,GOLD,3,4,3,10,0,238,238,3068,10,0,False,False,,,False,False,6158,5575,0,3092,3158,2033,3136,0,1026,3364,0,1,0,0,1,210,31381,10804,2714,0,0,0,0,7,0,8229,868,0,0,8226,250,241,0,8234,14,0,0,8232,1,0,0,8347,0,0,0,8304,9,0,0,8200,8300,2546,710,11961,0,0,0,0,0,0,0,0,0,0,0,0,27,33928,11514,15783,59,35,0,0,128,1,0,0,0,1107,0,0,49,3,4,24,False,200,0.7000000000000001,1.9,,,-0.649999999999999,-2.45,,,-93.20000000000007,71.45000000000005,,,413.6,713.6,,,237.6,251.6,,,BOTTOM,7,DUO_SUPPORT,-54.900000000000034,-296.54999999999995,,,253.39999999999998,283.7,,,0,0,0,False,True,False,False,True,False,0,1,1,0,0,1
137,2018-10-07 04:52:24.031,1384,2882006887,CLASSIC,MATCHED_GAME,8.19.246.5109,11,NA1,400,11,2018-10-07,8.19,8,36877032,36877032,NA1,/v1/stats/player_history/NA/36877032,NA,3506,22928658,iKledYouNot,61,SILVER,3,4,3,11,0,1112,1112,9331,8,0,False,False,,,False,False,5150,4450,0,1056,1026,3802,1001,0,3191,3340,0,0,0,0,0,282,45536,6655,3747,0,0,0,0,8,0,8214,499,268,0,8226,250,565,0,8233,11,40,0,8237,275,0,0,8473,842,0,0,8453,158,246,0,8200,8400,7330,554,9529,0,0,0,0,0,0,0,0,0,0,0,0,21,52867,7210,15188,0,99,0,0,1319,0,0,0,0,1911,0,0,10,0,0,6,False,200,4.0,4.9,,,-3.2,-1.6,,,90.20000000000002,-248.20000000000005,,,439.20000000000005,702.0999999999999,,,180.3,232.4,,,MIDDLE,8,SOLO,-176.60000000000002,-253.8,,,311.7,353.5,,,0,0,0,False,True,False,False,True,False,0,1,1,0,0,1
145,2018-10-06 23:49:06.379,2063,2881801627,CLASSIC,MATCHED_GAME,8.19.246.5109,11,NA1,400,11,2018-10-06,8.19,6,218766345,218766345,NA1,/v1/stats/player_history/NA1/218766345,NA1,3632,61079726,Skeevo,145,BRONZE,4,7,9,16,0,5322,3705,8641,10,1,False,False,False,False,False,False,12858,10600,0,1054,3095,3124,3085,3006,0,3340,3,8,422,2,2,430,18581,3265,10543,14,0,11,0,6,0,8021,1777,0,0,9111,946,340,0,9104,19,40,0,8014,459,0,0,8226,250,311,0,8234,39,0,0,8000,8200,120258,7790,12189,0,0,0,0,0,0,0,0,0,0,0,0,0,138839,11055,23101,4347,173,0,0,4,2,0,0,0,368,1,0,13,0,2,6,True,200,4.4,5.800000000000001,5.4,,,,,,,,,,358.3,710.0,883.2,,223.8,306.8,438.6,,BOTTOM,6,DUO_CARRY,,,,,223.89999999999998,422.1,577.3,,0,0,1,False,False,True,False,False,False,1,0,7,0,1,1
146,2018-10-06 23:49:06.379,2063,2881801627,CLASSIC,MATCHED_GAME,8.19.246.5109,11,NA1,400,11,2018-10-06,8.19,7,231710330,231710330,NA1,/v1/stats/player_history/NA1/231710330,NA1,3460,73012371,jokokoloko,39,SILVER,12,4,17,17,0,2628,2628,24358,6,1,False,False,False,False,False,False,14977,14558,0,3065,3748,3053,3078,3111,0,3363,2,11,0,6,3,804,35189,6555,16015,1,0,1,0,7,0,8010,441,0,0,9111,4294,560,0,9104,17,0,0,8014,587,0,0,8473,764,0,0,8472,0,0,0,8000,8400,106112,10800,14561,0,0,0,0,0,0,0,0,0,0,0,0,16,145602,18546,31024,8261,203,0,0,242,1,1,4300,1189,447,1,0,31,1,0,13,True,200,5.3,5.5,7.7,,0.099999999999999,0.799999999999999,3.3,,161.6,193.79999999999998,439.59999999999997,,375.5,648.7,1194.5,,241.3,407.9,513.0,,TOP,7,SOLO,-32.400000000000006,25.5,208.1,,369.4,483.4,619.7,,0,0,1,False,False,True,False,False,False,1,0,7,0,1,1
147,2018-10-06 23:49:06.379,2063,2881801627,CLASSIC,MATCHED_GAME,8.19.246.5109,11,NA1,400,11,2018-10-06,8.19,8,37013139,37013139,NA1,/v1/stats/player_history/NA/37013139,NA,1447,23037187,Fláy ,111,SILVER,4,14,26,15,0,1225,647,33171,7,1,False,False,False,False,False,False,11203,9170,0,3194,3109,3401,1029,3117,1057,3364,1,5,0,3,2,460,26083,9634,14923,0,0,0,0,8,0,8439,598,0,0,8473,663,0,0,8444,1543,0,0,8451,289,0,0,8347,0,0,0,8345,4,0,0,8400,8300,16957,2588,13544,0,0,0,0,0,0,0,0,0,0,0,0,68,59017,13294,29490,3835,74,0,0,546,5,0,15975,1071,1022,0,0,62,2,5,34,True,200,1.1,2.1,3.3,,,,,,,,,,432.9,860.9000000000001,967.4000000000001,,151.1,354.6,336.2,,BOTTOM,8,DUO_SUPPORT,,,,,223.7,370.9,538.2,,0,0,1,False,False,True,False,False,False,1,0,7,0,1,1
148,2018-10-06 23:49:06.379,2063,2881801627,CLASSIC,MATCHED_GAME,8.19.246.5109,11,NA1,400,11,2018-10-06,8.19,9,38364439,38364439,NA1,/v1/stats/player_history/NA/38364439,NA,3632,24132946,DrArchadium,254,SILVER,4,11,18,16,0,14346,4879,20752,12,0,False,False,False,False,False,False,13267,10933,0,1400,2031,3111,3078,3156,0,3340,1,6,0,2,1,358,3256,0,10909,108,4,81,0,9,0,8112,887,0,0,8143,483,0,0,8138,18,0,0,8105,14,5,0,9111,581,480,0,8014,298,0,0,8100,8000,164178,14554,14359,0,0,0,0,0,0,0,0,0,0,0,0,33,174670,15801,27948,4581,73,0,0,521,1,0,7235,1247,2678,2,0,28,1,1,12,True,200,0.1,3.9,2.9,,0.0,1.6,2.7,,-144.9,15.300000000000068,-455.5,,638.6,920.2,746.5,,287.3,420.1,357.7,,JUNGLE,9,NONE,-36.79999999999998,46.099999999999966,64.69999999999999,,284.1,552.0,532.4,,0,0,1,False,False,True,False,False,False,1,0,7,0,1,1
149,2018-10-06 23:49:06.379,2063,2881801627,CLASSIC,MATCHED_GAME,8.19.246.5109,11,NA1,400,11,2018-10-06,8.19,10,36877032,36877032,NA1,/v1/stats/player_history/NA/36877032,NA,3506,22928658,iKledYouNot,74,SILVER,14,4,19,18,0,5083,5083,9930,4,2,False,False,False,False,False,False,17283,15225,0,3157,3102,1058,3116,3285,3020,3363,1,14,0,11,2,536,188329,41159,10474,8,4,4,0,10,0,8229,3545,0,0,8226,250,659,0,8234,26,0,0,8237,598,0,0,9111,2720,660,0,8014,772,0,0,8200,8000,12851,477,9940,0,0,0,0,0,0,0,0,0,0,0,0,37,207223,43319,20740,6006,216,0,0,1542,1,0,6041,1681,326,2,0,14,1,0,12,True,200,4.5,6.4,7.9,,,,,,,,,,335.3,547.9,853.5,,232.7,433.1,631.2,,MIDDLE,10,SOLO,,,,,415.6,447.6,843.0,,0,0,1,False,False,True,False,False,False,1,0,7,0,1,1
156,2018-10-06 22:57:09.913,2257,2881771018,CLASSIC,MATCHED_GAME,8.19.246.5109,11,NA1,400,11,2018-10-06,8.19,7,218766345,218766345,NA1,/v1/stats/player_history/NA1/218766345,NA1,3632,61079726,Skeevo,236,BRONZE,4,7,21,17,0,16645,4383,11247,5,2,False,False,True,False,False,False,16481,15450,0,3031,3153,3071,3006,3094,1038,3340,4,13,835,4,3,744,9525,2768,9155,27,9,13,0,7,0,8005,2639,1930,708,9111,2057,680,0,9104,13,20,0,8014,830,0,0,8234,16,0,0,8236,28,0,0,8000,8200,170656,27927,18434,0,0,0,0,0,0,0,0,0,0,0,0,2,191479,31455,28680,4188,184,0,0,225,3,1,11297,759,1090,2,0,23,0,0,11,True,200,5.6,5.4,5.3,1.6,-0.399999999999999,0.24999999999999903,0.0,-1.299999999999999,-68.04999999999998,-7.999999999999943,51.450000000000045,-377.69999999999993,323.20000000000005,783.8,908.7,1286.4,257.8,501.5,393.79999999999995,544.6,BOTTOM,7,DUO_CARRY,-23.19999999999999,261.3,-17.750000000000057,47.200000000000045,283.7,502.0,416.4,476.2,1,0,2,True,False,True,True,True,False,2,1,9,0,1,1
157,2018-10-06 22:57:09.913,2257,2881771018,CLASSIC,MATCHED_GAME,8.19.246.5109,11,NA1,400,11,2018-10-06,8.19,8,231710330,231710330,NA1,/v1/stats/player_history/NA1/231710330,NA1,3460,73012371,jokokoloko,84,SILVER,12,4,14,18,0,8902,4305,7901,4,4,False,False,False,False,False,False,15862,15200,0,3116,3146,3165,3089,3020,1026,3363,3,14,0,6,2,898,117743,21088,5544,2,0,2,0,8,0,8112,2046,0,0,8143,904,0,0,8138,30,0,0,8135,2322,5,0,8473,309,0,0,8472,0,0,0,8100,8400,26039,4011,13256,0,0,0,0,0,0,0,0,0,0,0,0,9,148164,25392,19593,6969,194,0,0,263,1,0,4381,292,792,2,0,22,0,0,13,True,200,4.5,7.6,4.3,4.8,-2.5,4.1,1.3,0.5999999999999991,168.3,-354.1,-369.7,-1016.3999999999999,396.5,469.8,588.6,469.2,202.1,503.29999999999995,334.79999999999995,693.6,TOP,8,SOLO,-128.10000000000002,220.8,45.400000000000006,177.60000000000002,390.0,559.2,432.20000000000005,559.0,1,0,2,True,False,True,True,True,False,2,1,9,0,1,1
158,2018-10-06 22:57:09.913,2257,2881771018,CLASSIC,MATCHED_GAME,8.19.246.5109,11,NA1,400,11,2018-10-06,8.19,9,38364439,38364439,NA1,/v1/stats/player_history/NA/38364439,NA,3632,24132946,DrArchadium,78,SILVER,4,11,20,17,0,13281,531,40037,6,1,False,False,False,True,False,False,13982,13170,1,1401,3047,3083,3742,3065,1057,3364,1,9,0,7,3,873,38652,3911,11638,103,7,67,0,9,0,8124,302,0,0,8143,423,0,0,8138,18,0,0,8105,13,5,0,8234,30,0,0,8232,6,50,0,8100,8200,82472,12610,20374,0,0,0,0,0,0,0,0,0,0,0,0,34,130905,17781,37018,6843,52,0,0,2423,1,1,9780,1260,5006,0,0,33,2,5,11,True,200,0.1,1.5,2.7,0.2,0.1,0.799999999999999,-2.3,-0.2,-109.29999999999995,145.30000000000007,-64.70000000000005,-64.40000000000009,477.6,1042.8000000000002,817.3,1785.8,258.79999999999995,306.2,444.0,427.2,JUNGLE,9,NONE,-13.800000000000011,8.699999999999989,98.30000000000001,176.59999999999997,260.0,387.9,533.6,488.4,1,0,2,True,False,True,True,True,False,2,1,9,0,1,1
159,2018-10-06 22:57:09.913,2257,2881771018,CLASSIC,MATCHED_GAME,8.19.246.5109,11,NA1,400,11,2018-10-06,8.19,10,36877032,36877032,NA1,/v1/stats/player_history/NA/36877032,NA,3506,22928658,iKledYouNot,34,SILVER,14,4,17,16,0,6706,960,9038,5,2,False,False,True,False,False,False,12577,11175,0,3040,2421,3030,3151,3020,1056,3340,3,7,0,3,2,936,98332,21789,8148,23,8,11,0,10,0,8229,2026,0,0,8226,250,969,0,8233,21,40,0,8237,445,0,0,8304,9,3,0,8347,0,0,0,8200,8300,6411,286,17166,0,0,0,0,0,0,0,0,0,0,0,0,45,112547,22894,27234,9339,127,0,0,2010,1,0,7803,818,1920,0,0,35,1,3,15,True,200,5.2,3.2,3.6,1.2,-1.099999999999999,-3.8,-6.699999999999999,-4.6,-82.20000000000002,271.6,396.40000000000003,-172.0,119.1,711.9,1106.6,1180.6,222.0,385.6,300.7,396.6,MIDDLE,10,SOLO,-37.10000000000002,-123.6,-214.00000000000003,-93.80000000000007,398.1,378.6,375.29999999999995,423.4,1,0,2,True,False,True,True,True,False,2,1,9,0,1,1
165,2018-10-06 06:30:58.052,1333,2881413705,CLASSIC,MATCHED_GAME,8.19.246.5109,11,NA1,400,11,2018-10-06,8.19,6,218766345,218766345,NA1,/v1/stats/player_history/NA1/218766345,NA1,3632,61079726,Skeevo,236,BRONZE,4,7,1,12,0,2189,700,5581,3,1,False,True,,,False,False,8845,7250,0,1055,3153,1038,3006,3067,1042,3340,1,4,0,4,2,837,6510,1444,1891,24,0,17,0,6,0,8005,701,536,165,9111,132,100,0,9104,13,50,0,8014,158,0,0,8226,250,392,0,8234,18,0,0,8000,8200,99919,7499,9864,0,0,0,0,0,0,0,0,0,0,0,0,1,109378,9099,12149,1394,169,0,0,51,3,0,2949,156,394,0,0,8,0,0,5,False,200,7.399999999999999,8.399999999999999,,,1.2499999999999991,1.7499999999999991,,,-42.0,207.29999999999995,,,272.4,698.2,,,412.6,338.6,,,BOTTOM,6,DUO_CARRY,29.650000000000006,5.800000000000011,,,316.9,463.8,,,0,0,0,False,True,False,False,False,False,0,0,1,0,0,1
166,2018-10-06 06:30:58.052,1333,2881413705,CLASSIC,MATCHED_GAME,8.19.246.5109,11,NA1,400,11,2018-10-06,8.19,7,37986663,37986663,NA1,/v1/stats/player_history/NA/37986663,NA,3632,23924232,Sheldor,201,BRONZE,4,3,7,10,0,454,454,10032,4,0,False,False,,,False,False,4721,4050,0,3401,3117,2055,3801,1004,1004,3364,0,0,0,0,0,853,4747,2885,2399,0,0,0,0,7,0,8465,1541,0,0,8463,649,0,0,8429,54,12,10,8451,77,0,0,8136,7,194,0,8143,48,0,0,8400,8100,5717,740,9218,0,0,0,0,0,0,0,0,0,0,0,0,27,16309,3626,11864,2618,39,0,0,133,5,0,5844,0,246,0,0,38,4,6,21,False,200,1.1,2.2,,,1.2499999999999991,1.7499999999999991,,,-42.0,207.29999999999995,,,151.5,785.5999999999999,,,181.8,201.0,,,BOTTOM,7,DUO_SUPPORT,29.650000000000006,5.800000000000011,,,269.6,318.0,,,0,0,0,False,True,False,False,False,False,0,0,1,0,0,1
167,2018-10-06 06:30:58.052,1333,2881413705,CLASSIC,MATCHED_GAME,8.19.246.5109,11,NA1,400,11,2018-10-06,8.19,8,231710330,231710330,NA1,/v1/stats/player_history/NA1/231710330,NA1,3460,73012371,jokokoloko,41,SILVER,12,4,1,13,0,2483,2483,6186,2,0,False,False,,,False,False,7792,6883,0,2031,3134,3133,3078,3047,0,3363,1,2,0,2,1,1134,4708,1498,3183,0,0,0,0,8,0,8359,550,14,0,8304,10,0,0,8321,3,0,0,8347,0,0,0,8226,250,675,0,8210,0,0,0,8300,8200,97062,10461,7630,0,0,0,0,0,0,0,0,0,0,0,0,10,104904,12766,10953,3050,136,0,0,406,1,0,3133,807,140,0,0,13,1,1,8,False,200,5.7,6.8,,,-1.5,-2.0,,,-192.59999999999997,-390.70000000000005,,,205.2,505.5,,,275.6,402.4,,,TOP,8,SOLO,-15.099999999999994,-32.099999999999966,,,471.4,529.3,,,0,0,0,False,True,False,False,False,False,0,0,1,0,0,1
168,2018-10-06 06:30:58.052,1333,2881413705,CLASSIC,MATCHED_GAME,8.19.246.5109,11,NA1,400,11,2018-10-06,8.19,9,38364439,38364439,NA1,/v1/stats/player_history/NA/38364439,NA,3632,24132946,DrArchadium,145,SILVER,4,11,0,5,0,0,0,1922,4,0,False,False,,,False,False,3737,1450,0,3706,2031,1042,0,0,0,3340,0,0,0,0,0,222,5206,3,1274,30,0,26,0,9,0,8214,32,0,0,8275,0,0,0,8210,0,0,0,8236,14,0,0,8143,3,0,0,8135,238,0,0,8200,8100,12131,287,4833,0,0,0,0,0,0,0,0,0,0,0,0,0,19058,290,6171,1881,0,0,0,0,1,0,1720,0,64,0,0,4,0,0,2,False,200,0.0,0.0,,,-0.6000000000000001,-2.7,,,50.10000000000002,-725.9,,,617.1,0.0,,,169.2,127.4,,,JUNGLE,9,NONE,-191.0,-637.4,,,185.8,0.0,,,0,0,0,False,True,False,False,False,False,0,0,1,0,0,1
169,2018-10-06 06:30:58.052,1333,2881413705,CLASSIC,MATCHED_GAME,8.19.246.5109,11,NA1,400,11,2018-10-06,8.19,10,34787499,34787499,NA1,/v1/stats/player_history/NA/34787499,NA,3440,21411852,Onishfu,85,GOLD,12,4,3,13,0,530,213,11116,8,0,False,False,,,False,False,7624,7235,0,3152,1055,3151,1001,1028,1052,3340,0,4,0,0,1,441,41745,15221,4303,0,0,0,0,10,0,8229,1224,0,0,8224,804,0,0,8210,0,0,0,8236,24,0,0,8138,11,0,0,8135,1769,4,0,8200,8100,14991,1293,15042,0,0,0,0,0,0,0,0,0,0,0,0,27,56736,16515,20035,1582,128,0,0,46,1,0,0,0,689,0,0,5,0,0,3,False,200,5.0,6.7,,,-0.899999999999999,2.5,,,-48.69999999999999,297.80000000000007,,,359.0,1089.8000000000002,,,210.9,425.5,,,MIDDLE,10,SOLO,-3.299999999999983,96.00000000000003,,,393.70000000000005,507.8,,,0,0,0,False,True,False,False,False,False,0,0,1,0,0,1
175,2018-10-06 06:00:18.133,1505,2881400359,CLASSIC,MATCHED_GAME,8.19.246.5109,11,NA1,400,11,2018-10-06,8.19,6,218766345,218766345,NA1,/v1/stats/player_history/NA1/218766345,NA1,3632,61079726,Skeevo,145,BRONZE,4,7,3,12,0,9390,2254,5835,6,1,False,False,False,False,False,False,9518,6760,0,1054,3095,3006,1043,1052,1037,3340,3,7,253,3,2,540,8260,2711,2306,4,0,0,0,6,0,8005,788,618,169,9111,550,200,0,9104,15,10,0,8014,291,0,0,8226,250,37,0,8234,33,0,0,8000,8200,69816,7066,10524,0,0,0,0,0,0,0,0,0,0,0,0,0,79038,9778,12908,1263,140,0,0,1,1,0,961,0,78,1,0,11,0,1,5,True,200,6.6,4.7,,,0.15000000000000002,-0.399999999999999,,,-12.799999999999997,-19.69999999999999,,,251.3,827.8,,,227.1,437.3,,,BOTTOM,6,DUO_CARRY,-35.7,24.25000000000003,,,280.3,401.3,,,0,0,2,False,False,True,True,True,False,1,1,7,0,1,1
